chr_snp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
CE10_chr7_29729519,12,4,8,2,0,14,0,8,7,7,8,12,2,14,2,6,0,16,2,14,4,14,20,0,22,0,20,0,20,0,14,0,16,2,10,0,8,0,4,0,1,9,5,3,7,5,6,14,6,14,0,6,0,4,0,2,2,6,1,3,0,2,9,3,6,14,2,18,0,16,0,16,9,11,1,3,5,15,4,6,0,8,2,14,0,10,4,0,0,8,7,9,2,8,3,11,0,20,0,6,0,2,1,3,2,4,1,1,6,14
CE10_chr7_29733752,2,4,5,1,0,10,0,10,8,4,11,9,0,12,0,2,0,6,2,8,3,5,0,0,2,0,6,0,4,0,0,0,4,2,0,0,2,0,2,0,0,10,4,0,6,4,3,7,7,13,0,4,0,0,0,0,2,6,2,2,0,2,11,3,7,13,2,16,0,14,0,14,9,11,1,3,4,14,1,7,0,8,2,14,0,10,3,1,0,4,4,4,3,5,1,7,0,14,0,4,0,0,1,1,3,1,0,2,5,11
CE10_chr7_30015050,14,4,10,0,0,14,0,10,9,3,9,11,2,14,2,6,0,18,1,19,4,16,20,0,22,0,18,0,20,0,12,0,16,2,10,0,8,0,4,0,1,9,4,4,9,3,6,14,6,14,0,8,0,4,0,2,3,5,1,3,0,2,10,4,5,13,1,17,0,16,0,16,7,13,2,2,6,14,1,9,0,8,3,17,0,10,2,2,0,8,5,11,3,7,2,12,0,20,0,6,0,2,1,3,2,4,1,1,7,13
CE10_chr7_30016447,15,1,10,0,9,1,5,3,10,0,20,0,14,2,8,0,17,1,18,0,19,1,20,0,22,0,20,0,20,0,14,0,16,0,10,0,8,0,4,0,4,4,8,0,9,1,16,2,7,3,2,0,4,0,2,0,8,0,2,0,2,0,8,0,12,4,10,2,8,4,12,2,3,1,4,0,13,1,7,1,8,0,19,1,10,0,2,0,8,0,12,0,10,0,8,4,20,0,6,0,2,0,4,0,6,0,2,0,17,1
CE10_chr7_30018325,12,4,9,1,0,14,0,8,6,6,10,10,2,8,3,5,0,18,1,19,3,15,20,0,22,0,20,0,20,0,14,0,14,2,10,0,6,0,4,0,1,9,2,4,5,5,5,15,6,14,0,8,0,4,0,0,2,4,1,3,0,2,7,3,4,14,3,13,0,16,0,16,7,13,0,0,3,13,1,7,0,6,3,17,0,10,3,1,0,8,4,8,2,6,1,11,0,18,0,4,0,2,1,3,1,3,1,1,6,12
CE10_chr7_30059557,14,4,8,2,0,14,0,10,8,6,9,9,2,12,2,6,0,18,1,19,3,15,20,0,22,0,20,0,20,0,14,0,16,2,10,0,8,0,4,0,1,9,4,4,8,4,6,14,8,12,0,8,0,4,0,2,2,6,1,3,0,2,8,4,6,14,0,20,0,16,0,18,5,15,1,3,6,14,0,10,0,8,1,15,0,8,3,1,0,8,6,10,3,7,2,10,0,20,0,6,0,2,1,3,2,4,2,0,5,9
CE10_chr7_30096296,14,4,7,1,0,14,0,8,8,4,9,11,2,14,2,6,0,16,0,18,3,3,20,0,22,0,20,0,20,0,14,0,14,2,10,0,8,0,2,0,1,9,5,3,8,4,4,14,7,13,0,8,0,2,0,0,2,4,1,3,0,2,11,3,5,15,2,18,0,14,0,16,7,13,2,2,6,14,3,7,0,8,3,17,0,10,3,1,0,8,6,10,2,8,1,9,0,18,0,4,0,0,0,0,0,0,0,0,5,7
CE10_chr7_30103040,16,2,10,0,5,9,4,6,11,3,10,10,3,13,3,5,1,15,1,19,2,16,20,0,22,0,19,1,18,0,14,0,16,2,10,0,8,0,4,0,6,4,7,1,9,3,15,5,10,10,2,6,0,4,0,2,7,1,2,2,1,1,13,1,8,12,8,8,3,13,6,10,8,12,1,3,7,13,2,8,0,8,4,16,0,10,3,1,0,8,6,10,2,8,3,11,1,19,0,6,0,2,1,3,2,4,0,2,7,13
CE10_chr7_30250512,14,0,10,0,0,10,0,8,5,5,10,6,2,14,2,6,0,18,0,16,3,17,20,0,22,0,20,0,20,0,14,0,16,2,10,0,8,0,4,0,1,7,4,4,5,3,6,8,6,12,0,8,0,4,0,2,2,4,2,0,0,2,8,0,5,13,2,14,0,16,0,14,5,11,2,2,6,14,1,5,0,8,4,16,0,10,4,0,0,8,7,7,1,7,3,7,0,18,0,6,0,2,2,2,1,3,0,2,5,11
CE10_chr7_30305796,15,3,10,0,8,4,4,6,12,2,9,11,3,13,8,0,8,10,7,13,3,15,20,0,22,0,18,0,20,0,14,0,16,2,10,0,8,0,4,0,6,4,8,0,10,2,16,4,12,8,2,4,0,4,0,2,7,1,1,3,1,1,10,2,7,13,8,10,3,13,3,13,1,17,1,3,4,12,3,7,0,8,3,17,0,10,2,0,0,8,10,6,4,0,4,10,1,19,0,6,0,2,2,2,2,2,1,1,9,7
CE10_chr7_30307553,12,2,8,2,0,14,2,8,8,6,9,11,2,14,2,6,0,18,2,18,3,17,20,0,10,12,9,11,16,4,13,1,12,6,10,0,6,0,4,0,1,9,5,3,9,3,5,13,8,12,2,6,0,4,0,2,5,3,1,3,2,0,11,3,5,11,3,9,0,16,4,8,1,17,0,2,4,12,3,5,0,8,3,17,0,10,3,1,0,8,5,11,1,9,2,12,0,20,0,4,0,2,1,3,1,3,0,2,7,13
CE10_chr7_30308993,5,13,2,8,14,0,10,0,11,1,20,0,15,1,8,0,18,0,20,0,19,1,10,10,15,7,13,5,4,16,4,8,9,9,0,10,1,7,2,2,10,0,8,0,7,5,20,0,20,0,8,0,4,0,2,0,8,0,4,0,2,0,14,0,20,0,20,0,16,0,18,0,20,0,4,0,13,3,10,0,8,0,20,0,10,0,4,0,8,0,16,0,10,0,14,0,20,0,6,0,2,0,4,0,4,0,2,0,20,0
CE10_chr7_30313559,18,0,10,0,10,0,4,0,14,0,11,1,4,0,6,0,7,5,7,1,4,0,20,0,22,0,20,0,20,0,14,0,18,0,10,0,8,0,4,0,10,0,6,0,12,0,20,0,20,0,6,0,0,0,0,0,2,4,2,0,0,0,14,0,18,2,16,0,15,1,16,0,20,0,2,0,16,0,8,0,0,6,2,0,0,0,4,0,0,0,12,2,2,2,8,0,0,6,0,6,0,0,0,0,0,0,0,0,11,1
CE10_chr7_30826932,15,3,6,0,7,7,5,5,13,1,9,11,3,13,3,5,1,17,1,17,3,17,20,0,22,0,20,0,20,0,12,0,16,0,10,0,8,0,4,0,6,2,8,0,9,3,16,4,13,7,2,6,0,4,0,2,6,2,2,2,2,0,12,2,8,12,9,11,5,9,5,11,10,10,1,3,7,13,3,7,0,8,4,14,0,10,3,1,0,8,6,10,2,8,1,11,1,19,1,5,0,2,1,3,2,2,0,0,8,10
CE10_chr7_30828465,14,4,10,0,0,14,2,8,9,5,9,9,2,12,2,6,0,18,2,18,3,17,20,0,6,0,8,0,16,0,12,0,16,2,10,0,8,0,4,0,2,8,4,4,9,3,5,15,9,11,2,6,0,4,0,2,6,2,3,1,2,0,10,4,7,11,10,10,0,14,4,10,8,12,1,3,7,11,4,6,0,6,3,17,0,10,3,1,0,8,5,11,2,8,3,11,0,20,0,6,0,2,0,2,3,3,1,1,8,12
CE10_chr7_39914579,16,0,6,0,14,0,10,0,14,0,17,1,16,0,8,0,18,0,17,1,18,0,20,0,22,0,20,0,20,0,14,0,18,0,10,0,8,0,4,0,8,0,8,0,12,0,15,1,20,0,8,0,4,0,2,0,8,0,4,0,2,0,5,3,16,0,20,0,12,0,18,0,20,0,4,0,18,0,10,0,6,0,20,0,2,0,4,0,8,0,16,0,10,0,14,0,18,0,6,0,2,0,4,0,6,0,2,0,20,0
CE10_chr7_39927553,15,3,10,0,14,0,10,0,14,0,18,0,7,3,8,0,18,0,15,3,19,1,17,1,14,0,7,1,10,4,6,0,18,0,8,0,6,0,4,0,10,0,8,0,12,0,18,2,19,1,4,2,2,0,2,0,8,0,2,0,2,0,13,1,15,5,20,0,16,0,16,2,10,4,4,0,16,0,10,0,6,2,18,2,10,0,4,0,8,0,16,0,10,0,14,0,19,1,5,1,2,0,4,0,6,0,2,0,20,0
CE10_chr7_40848773,14,0,4,0,14,0,8,0,14,0,20,0,16,0,8,0,18,0,20,0,20,0,10,0,16,2,8,0,9,1,10,0,4,0,2,0,2,0,2,0,10,0,8,0,12,0,20,0,18,0,8,0,4,0,2,0,8,0,4,0,2,0,14,0,20,0,20,0,16,0,16,0,20,0,4,0,18,0,10,0,8,0,20,0,10,0,4,0,8,0,16,0,10,0,14,0,20,0,6,0,2,0,4,0,6,0,2,0,18,0
CE10_chr7_45176171,16,2,10,0,11,3,4,6,12,2,15,5,16,0,8,0,18,0,20,0,18,2,20,0,22,0,20,0,20,0,14,0,18,0,10,0,8,0,4,0,5,5,8,0,7,5,18,2,10,8,6,2,4,0,2,0,4,4,4,0,1,1,2,12,9,11,17,3,11,5,15,1,13,7,3,1,18,0,7,3,5,3,14,4,10,0,0,2,8,0,14,2,8,2,14,0,20,0,6,0,2,0,4,0,6,0,2,0,19,1
CE10_chr8_40080167,1,15,0,10,5,9,0,8,5,9,4,14,0,14,0,6,2,16,0,18,5,15,0,20,0,18,0,20,0,18,0,14,0,18,0,10,0,8,0,0,0,6,8,0,0,4,0,18,7,13,3,5,1,3,2,0,4,4,0,4,0,2,0,14,6,12,2,18,1,15,0,14,0,20,2,0,0,20,2,8,0,6,0,16,1,5,0,2,1,7,4,12,0,8,0,14,3,17,4,2,0,2,4,0,4,2,1,1,5,11
CE10_chr8_40080676,17,1,4,4,14,0,7,3,8,6,19,1,16,0,8,0,16,2,15,3,18,2,20,0,21,1,16,4,20,0,14,0,18,0,10,0,8,0,4,0,7,3,8,0,11,1,14,6,19,1,8,0,4,0,2,0,8,0,3,1,2,0,0,14,10,10,17,3,13,3,15,3,7,13,4,0,15,5,10,0,1,7,20,0,8,2,4,0,8,0,14,2,10,0,9,5,20,0,6,0,2,0,4,0,6,0,2,0,19,1
CE10_chr8_47752251,18,0,10,0,12,2,10,0,14,0,20,0,13,3,4,4,18,0,17,3,17,3,18,0,22,0,20,0,20,0,14,0,18,0,10,0,8,0,4,0,10,0,8,0,12,0,20,0,19,1,8,0,4,0,2,0,8,0,4,0,2,0,11,1,12,6,12,6,6,6,15,3,12,8,4,0,18,2,10,0,8,0,20,0,8,0,4,0,8,0,16,0,10,0,6,8,19,1,6,0,1,1,4,0,6,0,2,0,14,6
