chr_snp,Env,BF
CE10_chr2_6605906,1,-6.42931013
CE10_chr2_6605933,1,-7.11840531
CE10_chr2_6606012,1,-6.94634961
CE10_chr2_6954445,1,-7.38486332
CE10_chr2_6954506,1,-7.19090006
CE10_chr2_6954521,1,-6.50594611
CE10_chr2_6954628,1,-9.34312681
CE10_chr2_6954701,1,-7.10518959
CE10_chr2_6954739,1,-7.16139376
CE10_chr2_6954790,1,-6.90728509
CE10_chr2_6955070,1,-7.83723052
CE10_chr2_6955253,1,-1.54665041
CE10_chr2_6955292,1,1.23283119
CE10_chr2_6955347,1,-9.22153674
CE10_chr2_6955477,1,-9.70151172
CE10_chr2_6955531,1,-3.06584145
CE10_chr2_6955590,1,-9.15099354
CE10_chr2_6955658,1,-7.37006059
CE10_chr2_6955722,1,-5.94706899
CE10_chr2_6955801,1,1.33824494
CE10_chr2_6955861,1,-8.27411067
CE10_chr2_6956158,1,-8.36813303
CE10_chr2_6956220,1,-8.77767176
CE10_chr2_6956256,1,-8.60781344
CE10_chr2_6956257,1,-8.8442141500000009
CE10_chr2_6956420,1,-7.80938952
CE10_chr2_6956638,1,0.17570612
CE10_chr2_6956889,1,-10.16438764
CE10_chr2_6957152,1,-5.72423741
CE10_chr2_6957238,1,-9.41704291
CE10_chr2_6957326,1,-6.2267058
CE10_chr2_6957343,1,-4.01344627
CE10_chr2_6957503,1,-7.25736014
CE10_chr2_6957538,1,-8.07879215
CE10_chr2_6957663,1,-7.50986301
CE10_chr2_6957735,1,-7.96610697
CE10_chr2_6957738,1,-4.90149221
CE10_chr2_6957772,1,-3.87779001
CE10_chr2_6958048,1,-10.23299647
CE10_chr2_6958270,1,-4.48240435
CE10_chr2_6958299,1,-4.58431979
CE10_chr2_6958339,1,-8.12346798
CE10_chr2_6958404,1,-3.51888601
CE10_chr2_6958468,1,-6.14603614
CE10_chr2_6958509,1,-9.54611324
CE10_chr2_6958637,1,-6.83808644
CE10_chr2_6958671,1,-4.54697496
CE10_chr2_6958837,1,-6.07722074
CE10_chr2_6958910,1,-1.16225577
CE10_chr2_6959095,1,-8.08086433
CE10_chr2_6959150,1,-5.87453764
CE10_chr2_6959246,1,-8.43585382
CE10_chr2_6959495,1,-4.13641391
CE10_chr2_6959540,1,0.17357981
CE10_chr2_6959603,1,-8.549219
CE10_chr2_6959630,1,-4.11905542
CE10_chr2_6959742,1,-8.46264877
CE10_chr2_6959974,1,-9.82544341
CE10_chr2_6960164,1,-8.55303314
CE10_chr2_6960233,1,0.21337358
CE10_chr2_6960253,1,-3.05920369
CE10_chr2_6960393,1,-7.36337282
CE10_chr2_6961208,1,-3.07443738
CE10_chr2_6961241,1,-6.82656605
CE10_chr2_6961592,1,-9.42082714
CE10_chr2_6961661,1,-9.52263932
CE10_chr2_6961885,1,-4.46049807
CE10_chr2_6962466,1,-7.42935672
CE10_chr2_6962492,1,-10.31436574
CE10_chr2_7055818,1,-11.53569832
CE10_chr2_7055950,1,-7.13399981
CE10_chr2_7055993,1,-7.81952617
CE10_chr2_7056145,1,-11.31806892
CE10_chr2_7056251,1,-7.24845687
CE10_chr2_7056261,1,-7.80887725
CE10_chr2_7056301,1,-7.88071928
CE10_chr2_7056307,1,-8.15329151
CE10_chr2_7056721,1,-10.05368007
CE10_chr2_7056784,1,-7.71935008
CE10_chr2_7057422,1,-7.71691279
CE10_chr2_7057458,1,-9.56682543
CE10_chr2_7057700,1,-11.92998337
CE10_chr2_7058172,1,-7.63469734
CE10_chr2_7058354,1,-12.69832775
CE10_chr2_7058527,1,-10.10888354
CE10_chr2_7058759,1,-7.31231849
CE10_chr2_7060418,1,-4.29199979
CE10_chr2_7060500,1,-9.80865242
CE10_chr2_7060586,1,-6.8551427
CE10_chr2_7060791,1,-6.84512843
CE10_chr2_7060974,1,-10.0926621
CE10_chr2_7060994,1,-7.15236925
CE10_chr2_7061147,1,-9.94826131
CE10_chr2_7061348,1,-7.0579688
CE10_chr2_7061591,1,-6.51936901
CE10_chr2_7061609,1,-10.33385157
CE10_chr2_7061648,1,-10.03302787
CE10_chr2_7062157,1,-2.83541125
CE10_chr2_7062220,1,-10.39501017
CE10_chr2_7062250,1,-8.88230339
CE10_chr2_7062330,1,-12.05338418
CE10_chr2_7062350,1,-9.91451223
CE10_chr2_7062406,1,-10.82363916
CE10_chr2_7063995,1,-7.77659796
CE10_chr2_7064536,1,-5.69715866
CE10_chr2_7064666,1,-5.63266081
CE10_chr2_7064941,1,-11.35098865
CE10_chr2_7066248,1,-3.91142664
CE10_chr2_7066454,1,-9.62505303
CE10_chr2_7066603,1,-9.55578354
CE10_chr2_7066661,1,-8.86884453
CE10_chr2_7066694,1,-8.41641819
CE10_chr2_7067331,1,-6.92058602
CE10_chr2_7067604,1,-10.6056492
CE10_chr2_7067682,1,-9.45482981
CE10_chr2_7067928,1,-11.26145135
CE10_chr2_7068009,1,-10.16619678
CE10_chr2_7068025,1,-11.38292543
CE10_chr2_7068695,1,-3.87818337
CE10_chr2_7068859,1,-6.49953968
CE10_chr2_7069025,1,-6.66691611
CE10_chr2_7069274,1,-11.83847518
CE10_chr2_7069435,1,-9.48370856
CE10_chr2_7069622,1,-9.813603
CE10_chr2_7069839,1,-10.41264289
CE10_chr2_7069969,1,-7.33336112
CE10_chr2_7070483,1,-7.48455804
CE10_chr2_7070567,1,-5.91454656
CE10_chr2_7070964,1,-9.33415554
CE10_chr2_7071110,1,-8.24294587
CE10_chr2_7071319,1,-7.25845815
CE10_chr2_7071403,1,-4.25142515
CE10_chr2_7072464,1,-10.77680765
CE10_chr2_7072471,1,-10.93402484
CE10_chr2_7072950,1,-10.5012042
CE10_chr2_7073086,1,-10.56859322
CE10_chr2_7073139,1,-11.18179917
CE10_chr2_7074049,1,-9.09697513
CE10_chr2_7224546,1,-10.21182633
CE10_chr2_7224556,1,-10.48631123
CE10_chr2_7224692,1,-6.98989949
CE10_chr2_7224968,1,-9.31867173
CE10_chr2_7225262,1,-7.79360229
CE10_chr2_7225340,1,-11.4237838
CE10_chr2_7225449,1,-12.07225309
CE10_chr2_7225520,1,-5.9554635
CE10_chr2_7225653,1,-11.09434937
CE10_chr2_7225790,1,-9.00270027
CE10_chr2_7225819,1,-14.33792044
CE10_chr2_7225847,1,-9.05219825
CE10_chr2_7225963,1,-2.70485125
CE10_chr2_7226001,1,-11.90971287
CE10_chr2_7226032,1,-10.60815612
CE10_chr2_7226203,1,-9.2475856
CE10_chr2_7226637,1,-13.36804344
CE10_chr2_7226728,1,-3.94326931
CE10_chr2_7226739,1,-0.81116341
CE10_chr2_7226881,1,-12.63393969
CE10_chr2_7226947,1,-10.56828206
CE10_chr2_7227088,1,-11.43648525
CE10_chr2_7227151,1,-8.45795967
CE10_chr2_7227178,1,-11.3509655
CE10_chr2_7227212,1,-8.0764289
CE10_chr2_7228027,1,-11.09888042
CE10_chr2_7228543,1,-3.5910994
CE10_chr2_7228635,1,-8.09649505
CE10_chr2_7228652,1,-7.67943473
CE10_chr2_7228674,1,-6.55117178
CE10_chr2_7228742,1,-11.49574884
CE10_chr2_7228754,1,-3.96501158
CE10_chr2_7228939,1,-10.7636023
CE10_chr2_7228952,1,-4.63170387
CE10_chr2_7228996,1,-7.63366358
CE10_chr2_7229110,1,-8.10250963
CE10_chr2_7229132,1,-9.52981388
CE10_chr2_7229347,1,-7.60619191
CE10_chr2_7229663,1,-10.75574882
CE10_chr2_7229750,1,-5.98670385
CE10_chr2_7229913,1,-9.09748099
CE10_chr2_7229926,1,-8.32371898
CE10_chr2_7230102,1,-11.93819074
CE10_chr2_7230103,1,-10.11204861
CE10_chr2_7230115,1,-7.9110535
CE10_chr2_7230287,1,-9.2743477
CE10_chr2_7231105,1,-10.14366807
CE10_chr2_7231442,1,5.68807596
CE10_chr2_7231542,1,-2.53813475
CE10_chr2_7231576,1,-7.37536772
CE10_chr2_7231582,1,-8.39302362
CE10_chr2_7231898,1,-6.84820164
CE10_chr2_7231957,1,-8.69602678
CE10_chr2_7231972,1,-8.18928363
CE10_chr2_7231994,1,-9.6930168
CE10_chr2_7232010,1,-6.91700224
CE10_chr2_7232042,1,-12.23305373
CE10_chr2_7232117,1,-6.26999868
CE10_chr2_7232422,1,-7.66155678
CE10_chr2_7232433,1,-10.28412651
CE10_chr2_7232604,1,-7.46941991
CE10_chr2_7232637,1,-5.25706967
CE10_chr2_7232670,1,-8.31556037
CE10_chr2_7232742,1,-10.84411386
CE10_chr2_7232766,1,-7.0247265
CE10_chr2_7232974,1,-6.43448765
CE10_chr2_7233028,1,-8.40658239
CE10_chr2_7233171,1,-6.50037761
CE10_chr2_7233212,1,-4.95797462
CE10_chr2_7233379,1,-7.4095639
CE10_chr2_7233577,1,-7.14354623
CE10_chr2_7233630,1,-10.91083528
CE10_chr2_7233686,1,-6.54074852
CE10_chr2_7233876,1,-11.16161831
CE10_chr2_7234021,1,-6.31751872
CE10_chr2_7234043,1,-8.23450066
CE10_chr2_7254229,1,-9.56723548
CE10_chr2_7254253,1,-6.1916374
CE10_chr2_7254288,1,-6.92240263
CE10_chr2_7254319,1,-8.29440328
CE10_chr2_7254327,1,6.65819284
CE10_chr2_7254371,1,-9.42784266
CE10_chr2_7254437,1,-7.8377369
CE10_chr2_7254449,1,-8.20079249
CE10_chr2_7254545,1,-12.5768201
CE10_chr2_7254575,1,1.32602127
CE10_chr2_7254678,1,-7.62187782
CE10_chr2_7254870,1,-11.7517932
CE10_chr2_7255355,1,-13.71012546
CE10_chr2_7255444,1,-8.75181393
CE10_chr2_7255454,1,-10.95782954
CE10_chr2_7255598,1,-3.87282257
CE10_chr2_7255992,1,-5.71690153
CE10_chr2_7256094,1,-11.18173756
CE10_chr2_7256352,1,-8.25329405
CE10_chr2_7256470,1,-11.08535753
CE10_chr2_7256646,1,-11.54404718
CE10_chr2_7256694,1,-11.26485358
CE10_chr2_7256886,1,-8.54052809
CE10_chr2_7256913,1,-3.71687051
CE10_chr2_7257064,1,-8.21549369
CE10_chr2_7257140,1,-6.00727657
CE10_chr2_7257742,1,-3.25304107
CE10_chr2_7257753,1,-11.90031123
CE10_chr2_7257755,1,-9.00467533
CE10_chr2_7258061,1,-10.03712029
CE10_chr2_7258270,1,-7.58341709
CE10_chr2_7258355,1,-12.70084131
CE10_chr2_7258366,1,-10.07249722
CE10_chr2_7258393,1,-8.930102
CE10_chr2_7258403,1,-8.45499431
CE10_chr2_7258560,1,-9.46699119
CE10_chr2_7258624,1,-9.27546322
CE10_chr2_7258653,1,-6.92207629
CE10_chr2_7258727,1,17.052963
CE10_chr2_7259286,1,-10.71430731
CE10_chr2_7259293,1,-9.2774259
CE10_chr2_7259323,1,-11.33039516
CE10_chr2_7259414,1,-4.44500342
CE10_chr2_7259489,1,-8.21929281
CE10_chr2_7259513,1,-1.58289619
CE10_chr2_7259580,1,-5.32715925
CE10_chr2_7259683,1,-9.17443154
CE10_chr2_7259748,1,-8.21562404
CE10_chr2_7259772,1,-10.40878932
CE10_chr2_7259841,1,-7.75254763
CE10_chr2_7259871,1,-0.91021839
CE10_chr2_7259990,1,-12.30701656
CE10_chr2_7260342,1,-10.07132914
CE10_chr2_7260442,1,-8.7477489
CE10_chr2_7260448,1,-5.75414409
CE10_chr2_7260523,1,-7.36679453
CE10_chr2_7260725,1,-13.66955383
CE10_chr2_7260788,1,-9.04745995
CE10_chr2_7260910,1,-6.36277786
CE10_chr2_7261066,1,-12.01047492
CE10_chr2_7261195,1,-6.84260916
CE10_chr2_7261240,1,-4.81759073
CE10_chr2_7261295,1,-13.50110828
CE10_chr2_7261671,1,-5.6776746
CE10_chr2_7262180,1,-9.21610807
CE10_chr2_7262210,1,-7.63189425
CE10_chr2_7262264,1,8.30109547
CE10_chr2_7262282,1,-9.29012722
CE10_chr2_7262379,1,-2.45334675
CE10_chr2_7262642,1,-8.18461151
CE10_chr2_7262711,1,-7.54515332
CE10_chr2_7262800,1,-7.80576044
CE10_chr2_7263029,1,-9.85243626
CE10_chr2_7263049,1,-10.50957943
CE10_chr2_7263064,1,-8.72245098
CE10_chr2_7263109,1,-9.83720855
CE10_chr2_7263132,1,-2.49091207
CE10_chr2_7263259,1,-7.29886532
CE10_chr2_7263345,1,-9.21806123
CE10_chr2_7263348,1,-5.23478962
CE10_chr2_7263398,1,-10.72649083
CE10_chr2_7264050,1,-10.10687926
CE10_chr2_7375532,1,-13.94507761
CE10_chr2_7376012,1,-8.89303087
CE10_chr2_7376237,1,-10.47946098
CE10_chr2_7376574,1,-8.62496648
CE10_chr2_7376613,1,-3.61533869
CE10_chr2_7376660,1,-8.59583197
CE10_chr2_7376686,1,-1.39264357
CE10_chr2_7376780,1,-8.15793477
CE10_chr2_7376789,1,-8.00884797
CE10_chr2_7376914,1,-10.31920823
CE10_chr2_7376951,1,-9.40901243
CE10_chr2_7376994,1,-8.92703746
CE10_chr2_7377271,1,-5.49076561
CE10_chr2_7377371,1,-9.53899374
CE10_chr2_7377391,1,-9.8724184
CE10_chr2_7377909,1,-9.59364573
CE10_chr2_7378229,1,-7.4419577200000004
CE10_chr2_7378396,1,-8.73377793
CE10_chr2_7378482,1,-10.99000168
CE10_chr2_7378732,1,-10.26357397
CE10_chr2_7379002,1,-3.94282794
CE10_chr2_7379189,1,-3.65726048
CE10_chr2_7379661,1,-8.63487078
CE10_chr2_7379785,1,0.59560707
CE10_chr2_7379808,1,-8.93107355
CE10_chr2_7380152,1,-6.70977302
CE10_chr2_7380406,1,-8.72490083
CE10_chr2_7380570,1,-11.43810778
CE10_chr2_7380621,1,-7.47437259
CE10_chr2_7380857,1,-11.3974854
CE10_chr2_7380910,1,-9.57129437
CE10_chr2_7380958,1,-13.02980079
CE10_chr2_7381082,1,-10.71551031
CE10_chr2_7381083,1,-11.03714198
CE10_chr2_7381095,1,-6.20224419
CE10_chr2_7381108,1,-7.43982322
CE10_chr2_7381132,1,-5.61291911
CE10_chr2_7381467,1,-9.37497498
CE10_chr2_7381543,1,3.97405894
CE10_chr2_7381584,1,-6.7130232
CE10_chr2_7381619,1,-9.56503678
CE10_chr2_7381630,1,-3.18249284
CE10_chr2_7381679,1,-5.32451424
CE10_chr2_7381792,1,-9.68209551
CE10_chr2_7381941,1,-10.91415
CE10_chr2_7382250,1,-7.29256647
CE10_chr2_7382310,1,-7.47422153
CE10_chr2_7382323,1,-4.20928717
CE10_chr2_7382362,1,-9.71897053
CE10_chr2_7382405,1,-11.48362967
CE10_chr2_7382531,1,-11.6879693
CE10_chr2_7382627,1,-8.00467609
CE10_chr2_7382699,1,-6.55179432
CE10_chr2_7382900,1,-7.81241279
CE10_chr2_7383820,1,-10.18886982
CE10_chr2_7515781,1,-6.32817482
CE10_chr2_7517248,1,-6.75784324
CE10_chr2_7517684,1,-12.62198782
CE10_chr2_7517721,1,-9.53609739
CE10_chr2_7517736,1,-4.83913251
CE10_chr2_7518051,1,-7.5060032
CE10_chr2_7518374,1,-6.9848645
CE10_chr2_7518482,1,-11.00517236
CE10_chr2_7518488,1,-3.10518059
CE10_chr2_7518494,1,-6.17925725
CE10_chr2_7518567,1,-5.72913542
CE10_chr2_7518582,1,-3.99448916
CE10_chr2_7518788,1,-6.16995356
CE10_chr2_7519301,1,-4.8841685
CE10_chr2_7519496,1,-0.60059
CE10_chr2_7519542,1,-6.79810858
CE10_chr2_7519559,1,-7.38533216
CE10_chr2_7519622,1,-1.73884382
CE10_chr2_7519631,1,-8.91184221
CE10_chr2_7519731,1,-0.96489979
CE10_chr2_7520031,1,-11.47369848
CE10_chr2_7521178,1,-13.13474935
CE10_chr2_7521477,1,-6.54996716
CE10_chr2_7521540,1,-6.30259442
CE10_chr2_7521562,1,-12.61265125
CE10_chr2_7521742,1,-6.12648936
CE10_chr2_7521762,1,-9.47248545
CE10_chr2_7521791,1,-7.43122046
CE10_chr2_7521797,1,-6.53006551
CE10_chr2_7521850,1,-3.66062645
CE10_chr2_7521998,1,-6.65157502
CE10_chr2_7522017,1,-10.18984076
CE10_chr2_7522034,1,-6.13397819
CE10_chr2_7522189,1,-9.2162509
CE10_chr2_7522524,1,-6.02149006
CE10_chr2_7522758,1,-12.28602724
CE10_chr2_7523388,1,-7.96528291
CE10_chr2_7523441,1,-9.22758541
CE10_chr2_7523509,1,-7.72521109
CE10_chr2_7523782,1,-8.19859062
CE10_chr2_7523914,1,-3.98662927
CE10_chr2_7524057,1,-5.23081354
CE10_chr2_7524103,1,-9.55222777
CE10_chr2_7615645,1,-10.49290517
CE10_chr2_7615687,1,-7.01359386
CE10_chr2_7615855,1,-9.58662177
CE10_chr2_7616042,1,-6.54914168
CE10_chr2_7616101,1,-8.27093798
CE10_chr2_7616580,1,-10.48280524
CE10_chr2_7617173,1,-8.17367059
CE10_chr2_7617250,1,-8.960152
CE10_chr2_7617263,1,-11.66670566
CE10_chr2_7618394,1,-10.46303517
CE10_chr2_7618429,1,1.66555594
CE10_chr2_7618548,1,-9.26900746
CE10_chr2_7618636,1,-11.43506092
CE10_chr2_7618676,1,-11.38587061
CE10_chr2_7618721,1,-7.68554488
CE10_chr2_7618826,1,-2.9591732
CE10_chr2_7618875,1,-7.88233293
CE10_chr2_7618978,1,-9.3439671
CE10_chr2_7619007,1,-8.27460559
CE10_chr2_7619281,1,-7.41406942
CE10_chr2_7619410,1,-0.80931641
CE10_chr2_7620511,1,9.95565044
CE10_chr2_7620565,1,-4.8756745
CE10_chr2_7621637,1,-8.90090029
CE10_chr2_7621639,1,-9.61747483
CE10_chr2_7622655,1,-6.48564296
CE10_chr2_7622781,1,-4.20982979
CE10_chr2_7622858,1,-9.78346124
CE10_chr2_7623455,1,-9.42256467
CE10_chr2_7624906,1,-8.21759241
CE10_chr2_7624933,1,-9.24725987
CE10_chr2_7625003,1,-9.99431985
CE10_chr2_7625040,1,-4.10734739
CE10_chr2_7625201,1,-8.26266716
CE10_chr2_7625215,1,-9.31502935
CE10_chr2_7625297,1,-8.32000386
CE10_chr2_7625330,1,-7.9880782
CE10_chr2_7625358,1,-1.13144786
CE10_chr2_7625531,1,-10.31563301
CE10_chr2_7625573,1,-8.74088283
CE10_chr2_7625619,1,-8.24008038
CE10_chr2_7625663,1,-10.00274667
CE10_chr2_7625729,1,-8.65305254
CE10_chr2_7625854,1,-9.49990044
CE10_chr2_7625917,1,-6.62535172
CE10_chr2_7625950,1,-13.5306895
CE10_chr2_7626071,1,-10.51287023
CE10_chr2_7626118,1,-9.75652307
CE10_chr2_7626176,1,-10.77097303
CE10_chr2_7626270,1,-14.23399351
CE10_chr2_7626310,1,-10.69189287
CE10_chr2_7626443,1,-9.4423486
CE10_chr2_7626780,1,-9.34557211
CE10_chr2_7626838,1,-8.96526021
CE10_chr2_7626906,1,-15.07071662
CE10_chr2_7626907,1,-7.06173412
CE10_chr2_7627409,1,-7.8784847
CE10_chr2_7627467,1,-11.70899815
CE10_chr2_7627547,1,-7.96811526
CE10_chr2_7627555,1,-8.78398955
CE10_chr2_7627598,1,-10.64728307
CE10_chr2_7627688,1,-9.28539176
CE10_chr2_7627718,1,-9.46647833
CE10_chr2_7628053,1,-10.11955452
CE10_chr2_7628159,1,-11.07314075
CE10_chr2_7628192,1,-7.7242431
CE10_chr2_7628324,1,-9.51420178
CE10_chr2_7628436,1,-11.55526451
CE10_chr2_7628507,1,-9.52377421
CE10_chr2_7628592,1,-11.13974112
CE10_chr2_7628676,1,-12.74308801
CE10_chr2_7628788,1,-11.53837766
CE10_chr2_7628830,1,-6.81698081
CE10_chr2_7628866,1,-3.69410106
CE10_chr2_7629274,1,-6.06552585
CE10_chr2_7629323,1,-7.73077233
CE10_chr2_7629347,1,-5.41542517
CE10_chr2_7629449,1,-10.14159201
CE10_chr2_7629512,1,-10.47947417
CE10_chr2_7629697,1,-10.235809830000001
CE10_chr2_7629746,1,-13.69721794
CE10_chr2_7629802,1,-8.76861505
CE10_chr2_7629851,1,-4.41529315
CE10_chr2_7629924,1,-1.30454084
CE10_chr2_7629974,1,-7.45132059
CE10_chr2_7629987,1,-5.61770606
CE10_chr2_7630054,1,-11.97882605
CE10_chr2_7630136,1,-8.48175082
CE10_chr2_7630252,1,-14.42744738
CE10_chr2_7630713,1,-8.34507388
CE10_chr2_7630721,1,-11.24407126
CE10_chr2_7630832,1,-10.46553499
CE10_chr2_7630856,1,-13.57966734
CE10_chr2_7630907,1,-11.45713744
CE10_chr2_7631051,1,-9.14737853
CE10_chr2_7631290,1,-12.52860237
CE10_chr2_7631436,1,-10.86674058
CE10_chr2_7631555,1,-10.55929645
CE10_chr2_7632230,1,-8.44204687
CE10_chr2_7632271,1,-14.59448881
CE10_chr2_7632365,1,-7.83796472
CE10_chr2_7633615,1,-0.54398461
CE10_chr2_7633792,1,10.13400827
CE10_chr2_7634508,1,-4.7944598
CE10_chr2_7634529,1,-5.54464647
CE10_chr2_7634575,1,-3.77049954
CE10_chr2_7634650,1,-4.9846078
CE10_chr2_7634693,1,-10.27158153
CE10_chr2_7634922,1,-7.63353624
CE10_chr2_7634992,1,-9.73766239
CE10_chr2_7635281,1,-11.59799258
CE10_chr2_7635320,1,-7.48627653
CE10_chr2_7635326,1,-3.12819032
CE10_chr2_7635686,1,-4.54838718
CE10_chr2_7635742,1,-2.0014891
CE10_chr2_7635760,1,-11.82488121
CE10_chr2_7635814,1,-11.08907292
CE10_chr2_7635852,1,-8.55540876
CE10_chr2_7635913,1,-9.8961688
CE10_chr2_7635924,1,-6.11981058
CE10_chr2_7635978,1,-7.04601886
CE10_chr2_7636083,1,-8.12623514
CE10_chr2_7636086,1,-7.02428368
CE10_chr2_7636091,1,-3.88350291
CE10_chr2_7636289,1,-6.57299257
CE10_chr2_7636423,1,-11.59606058
CE10_chr2_7636528,1,-8.04700183
CE10_chr2_7636596,1,-12.5820739
CE10_chr2_7636751,1,-8.86142146
CE10_chr2_7636820,1,-8.25951751
CE10_chr2_7636838,1,-2.01554419
CE10_chr2_7636952,1,-8.72403213
CE10_chr2_7637175,1,-10.51700651
CE10_chr2_7637294,1,-1.2410292
CE10_chr2_7637421,1,-10.4397852
CE10_chr2_7637599,1,-5.47669862
CE10_chr2_7637660,1,-9.89224113
CE10_chr2_7637705,1,-2.28879281
CE10_chr2_7639174,1,-7.45244788
CE10_chr2_7639193,1,-10.16702558
CE10_chr2_7639268,1,-8.30576796
CE10_chr2_7639356,1,-5.85546468
CE10_chr2_7639938,1,3.53044298
CE10_chr2_7639974,1,-9.03278207
CE10_chr2_7640012,1,-11.14075497
CE10_chr2_7640441,1,-11.16730781
CE10_chr2_7640553,1,-10.21186879
CE10_chr2_7640703,1,-6.87603773
CE10_chr2_7641128,1,-4.09589939
CE10_chr2_7641803,1,-8.50336253
CE10_chr2_7641904,1,-4.46542677
CE10_chr2_7642009,1,-1.58440141
CE10_chr2_7642198,1,-6.98332052
CE10_chr2_7642369,1,4.77859012
CE10_chr2_7642401,1,-8.59107552
CE10_chr2_7642997,1,-9.45041488
CE10_chr2_7643179,1,-9.58843745
CE10_chr2_7643312,1,-8.27952077
CE10_chr2_7643896,1,-5.1152318
CE10_chr2_7643915,1,-4.50076941
CE10_chr2_7855801,1,-3.57335486
CE10_chr2_7855815,1,-5.68527891
CE10_chr2_7855821,1,-5.32772734
CE10_chr2_7855822,1,-8.85370111
CE10_chr2_7855856,1,-6.88994178
CE10_chr2_7855861,1,-10.64739808
CE10_chr2_7855915,1,-8.92855002
CE10_chr2_7855951,1,-6.48089306
CE10_chr2_7855976,1,-8.48163136
CE10_chr2_7855989,1,-5.45605584
CE10_chr2_7856157,1,-5.95339441
CE10_chr2_7856235,1,-9.12755478
CE10_chr2_7856372,1,-7.04555468
CE10_chr2_7856452,1,-7.77036368
CE10_chr2_7856605,1,-7.99611662
CE10_chr2_7856644,1,-9.56361256
CE10_chr2_7857871,1,-5.75392718
CE10_chr2_7857877,1,-6.8392206
CE10_chr2_7858158,1,-9.82009248
CE10_chr2_7858201,1,-9.44080324
CE10_chr2_7858944,1,-8.14612667
CE10_chr2_7859058,1,-5.01897447
CE10_chr2_7859308,1,-3.07100102
CE10_chr2_7859546,1,-11.19978983
CE10_chr2_7859561,1,-6.47457541
CE10_chr2_7859580,1,-5.23320421
CE10_chr2_7859932,1,-8.23303825
CE10_chr2_7859992,1,-8.02377425
CE10_chr2_7860205,1,-6.1883365
CE10_chr2_7860258,1,-7.35667691
CE10_chr2_7860269,1,-4.40146862
CE10_chr2_7860446,1,-6.75196176
CE10_chr2_7860531,1,-6.62657348
CE10_chr2_7860588,1,-6.89001669
CE10_chr2_7860598,1,-5.64479725
CE10_chr2_7860604,1,-0.96519444
CE10_chr2_7860618,1,-8.28470289
CE10_chr2_7860632,1,-4.11219841
CE10_chr2_7860660,1,7.92793405
CE10_chr2_7860728,1,-3.21403004
CE10_chr2_7860821,1,-6.96515288
CE10_chr2_7860856,1,-7.53453179
CE10_chr2_7860904,1,-2.78723374
CE10_chr2_7860927,1,3.52576524
CE10_chr2_7861049,1,-8.51868153
CE10_chr2_7861268,1,-6.18909887
CE10_chr2_7861280,1,-4.2421047
CE10_chr2_7861311,1,-7.87170031
CE10_chr2_7861635,1,-6.3167613
CE10_chr2_7862640,1,-3.03122042
CE10_chr2_7862768,1,9.70261631
CE10_chr2_7862815,1,-7.70607921
CE10_chr2_7862918,1,-12.11114728
CE10_chr2_7862952,1,-10.20517506
CE10_chr2_7862956,1,-11.7793694
CE10_chr2_7862989,1,-8.31199886
CE10_chr2_7863356,1,-4.96191374
CE10_chr2_7863551,1,-7.29293424
CE10_chr2_7863588,1,-3.31795465
CE10_chr2_7863591,1,-14.66092979
CE10_chr2_7863906,1,-10.56179077
CE10_chr2_7954299,1,-8.66676865
CE10_chr2_7954445,1,-10.42046605
CE10_chr2_7954446,1,-8.42277473
CE10_chr2_7954580,1,-7.86454459
CE10_chr2_7954634,1,-13.31077872
CE10_chr2_7954697,1,-13.77541092
CE10_chr2_7954708,1,-7.94008566
CE10_chr2_7955689,1,-8.84758709
CE10_chr2_7955700,1,-10.26878126
CE10_chr2_7955715,1,-10.14256301
CE10_chr2_7955759,1,-14.25882066
CE10_chr2_7955924,1,-7.34359937
CE10_chr2_7956142,1,-4.58813162
CE10_chr2_7956292,1,-12.77566966
CE10_chr2_7956332,1,-5.9826203
CE10_chr2_7956833,1,-9.10343538
CE10_chr2_7956898,1,-6.54380857
CE10_chr2_7956951,1,-8.498584
CE10_chr2_7957545,1,-2.95261436
CE10_chr2_7958306,1,-9.57017319
CE10_chr2_7958381,1,-6.64062973
CE10_chr2_7958418,1,-13.4429966
CE10_chr2_7958482,1,-10.10426536
CE10_chr2_7958734,1,-13.13083215
CE10_chr2_7959431,1,-6.85060818
CE10_chr2_7959436,1,-13.68282142
CE10_chr2_7960049,1,-7.96633851
CE10_chr2_7960265,1,-9.80804731
CE10_chr2_7960295,1,-7.47334261
CE10_chr2_7960495,1,-5.26530386
CE10_chr2_7960649,1,-7.02734853
CE10_chr2_7960718,1,-7.4484878
CE10_chr2_7960749,1,-8.22864586
CE10_chr2_7960793,1,-6.79513186
CE10_chr2_7961096,1,-12.46189988
CE10_chr2_7961309,1,-14.84471598
CE10_chr2_7961402,1,-11.39369732
CE10_chr2_7961440,1,-7.58515635
CE10_chr2_7961628,1,-10.90563581
CE10_chr2_7961919,1,-8.60625649
CE10_chr2_7961955,1,-14.47039174
CE10_chr2_7962664,1,-7.32432456
CE10_chr2_7963446,1,-4.93102661
CE10_chr2_8104269,1,-8.06520107
CE10_chr2_8104605,1,-10.8276852
CE10_chr2_8104616,1,-8.74958788
CE10_chr2_8104627,1,-9.94310539
CE10_chr2_8104642,1,-7.08607094
CE10_chr2_8104690,1,-12.15444628
CE10_chr2_8104762,1,-3.11973731
CE10_chr2_8104776,1,-13.42863541
CE10_chr2_8104825,1,-11.1099125
