chr_snp,Env,BF
CE10_chr2_35148353,1,-9.34554135
CE10_chr2_35148401,1,-8.3755022
CE10_chr2_35148640,1,-7.02377376
CE10_chr2_35148707,1,-11.33931884
CE10_chr2_35148831,1,-11.09776068
CE10_chr2_35149102,1,-6.68521007
CE10_chr2_35149310,1,-10.16680403
CE10_chr2_35149472,1,-11.16697497
CE10_chr2_35149498,1,-9.71331388
CE10_chr2_35149503,1,-1.99449764
CE10_chr2_35149545,1,-11.56059898
CE10_chr2_35150466,1,-11.42034613
CE10_chr2_35150530,1,-11.89614601
CE10_chr2_35150591,1,-8.12683669
CE10_chr2_35150605,1,-7.47124807
CE10_chr2_35150716,1,-8.62054786
CE10_chr2_35150724,1,-11.55604846
CE10_chr2_35150733,1,-9.10948479
CE10_chr2_35150838,1,-5.82813956
CE10_chr2_35151549,1,-7.58461153
CE10_chr2_35151588,1,-9.92862057
CE10_chr2_35151619,1,-11.37688746
CE10_chr2_35151655,1,-9.5742456
CE10_chr2_35151747,1,-7.79952099
CE10_chr2_35151761,1,-8.70886553
CE10_chr2_35152034,1,-9.07295206
CE10_chr2_35152824,1,-9.57810002
CE10_chr2_35152841,1,-9.20678506
CE10_chr2_35153195,1,-10.32850795
CE10_chr2_35153230,1,-9.03981776
CE10_chr2_35153250,1,-5.10868176
CE10_chr2_35153296,1,-6.61302967
CE10_chr2_35153305,1,-5.72877291
CE10_chr2_35190269,1,-5.89765806
CE10_chr2_35190325,1,-10.53103692
CE10_chr2_35190435,1,-10.77600513
CE10_chr2_35190498,1,-7.27048574
CE10_chr2_35190518,1,-5.06979966
CE10_chr2_35190607,1,-8.00914457
CE10_chr2_35190625,1,-7.66704174
CE10_chr2_35190636,1,-11.65948287
CE10_chr2_35190765,1,-11.85831519
CE10_chr2_35190967,1,-6.94909211
CE10_chr2_35191023,1,-10.48010689
CE10_chr2_35191045,1,-3.79032138
CE10_chr2_35191330,1,-8.84192786
CE10_chr2_35191396,1,-6.53011641
CE10_chr2_35191413,1,-5.70995078
CE10_chr2_35191428,1,-8.65399026
CE10_chr2_35191504,1,-8.00583003
CE10_chr2_35191654,1,-8.12247522
CE10_chr2_35191958,1,-11.39925103
CE10_chr2_35192124,1,-10.98364904
CE10_chr2_35192204,1,-11.33199759
CE10_chr2_35192215,1,-10.54994813
CE10_chr2_35192218,1,-8.07076646
CE10_chr2_35192393,1,-10.15186545
CE10_chr2_35192394,1,-7.07300145
CE10_chr2_35192715,1,-9.43489508
CE10_chr2_35192727,1,-9.63611293
CE10_chr2_35192749,1,-2.8091154
CE10_chr2_35192781,1,-4.33495811
CE10_chr2_35192828,1,-9.37962208
CE10_chr2_35192832,1,-7.53153483
CE10_chr2_35192875,1,-5.01448296
CE10_chr2_35192983,1,4.55289827
CE10_chr2_35193001,1,-10.4887514
CE10_chr2_35193157,1,-6.60073648
CE10_chr2_35194477,1,-9.98227941
CE10_chr2_35194533,1,-10.29561827
CE10_chr2_35194586,1,-10.16107802
CE10_chr2_35196934,1,-8.88599898
CE10_chr2_35196940,1,-10.99911424
CE10_chr2_35197546,1,-9.17928304
CE10_chr2_35197581,1,-8.86975456
CE10_chr2_35197593,1,-10.02475764
CE10_chr2_35197634,1,-10.12691466
CE10_chr2_35197644,1,-8.75224293
CE10_chr2_35197858,1,-8.00935378
CE10_chr2_35197971,1,-12.53292967
CE10_chr2_35198013,1,-5.08611361
CE10_chr2_35198185,1,-12.07687311
CE10_chr2_35198198,1,-10.85479088
CE10_chr2_35198210,1,-8.42895763
CE10_chr2_35198310,1,-7.16401648
CE10_chr2_35198450,1,-9.09423813
CE10_chr2_35198488,1,10.19417074
CE10_chr2_35198673,1,-11.21511315
CE10_chr2_35198744,1,-10.29833872
CE10_chr2_35198774,1,-8.3292407
CE10_chr2_35198792,1,-10.07189808
CE10_chr2_35198998,1,-9.85529188
CE10_chr2_35199228,1,-10.29911773
CE10_chr2_35199284,1,-9.08857135
CE10_chr2_35199565,1,-11.08836867
CE10_chr2_35199661,1,-11.58265256
CE10_chr2_35199696,1,-9.63612438
CE10_chr2_35200321,1,-10.74852324
CE10_chr2_35200376,1,-9.60006877
CE10_chr2_35200380,1,-10.86590493
CE10_chr2_35200430,1,-10.83680567
CE10_chr2_35200686,1,-2.52821479
CE10_chr2_35200795,1,-1.38627633
CE10_chr2_35200814,1,-8.55182375
CE10_chr2_35201032,1,-10.09792726
CE10_chr2_35201319,1,-10.79695951
CE10_chr2_35201410,1,-9.23682176
CE10_chr2_35201477,1,-10.00393734
CE10_chr2_35202212,1,-9.09816895
CE10_chr2_35202346,1,-8.17970957
CE10_chr2_35202499,1,-13.18440761
CE10_chr2_35202530,1,-5.68557619
CE10_chr2_35202603,1,-8.40112905
CE10_chr2_35202606,1,-6.98751632
CE10_chr2_35202946,1,-8.69177422
CE10_chr2_35202976,1,-10.34692878
CE10_chr2_35203437,1,-10.33099673
CE10_chr2_35203505,1,-3.0760310300000002
CE10_chr2_35203539,1,-8.02322901
CE10_chr2_35203543,1,-9.74379877
CE10_chr2_35203575,1,-8.79938664
CE10_chr2_35204004,1,-1.14037964
CE10_chr2_35204019,1,-8.39370976
CE10_chr2_35204208,1,-8.16080447
CE10_chr2_35204262,1,-9.33130414
CE10_chr2_35204623,1,-7.92463653
CE10_chr2_35204943,1,-9.72840126
CE10_chr2_35205010,1,-8.07369449
CE10_chr2_35205035,1,-9.64145886
CE10_chr2_35205096,1,-8.61865263
CE10_chr2_35205845,1,-9.39533441
CE10_chr2_35205850,1,-8.76826794
CE10_chr2_35206390,1,-12.22475575
CE10_chr2_35206422,1,-9.43274744
CE10_chr2_35206520,1,-6.47044179
CE10_chr2_35207075,1,-11.08369514
CE10_chr2_35207140,1,-9.96149506
CE10_chr2_35207220,1,-6.4237946
CE10_chr2_35211920,1,-7.92436575
CE10_chr2_35211933,1,-7.56015794
CE10_chr2_35211977,1,-8.77983898
CE10_chr2_35212046,1,-13.17218254
CE10_chr2_35212109,1,-8.82607596
CE10_chr2_35212188,1,-10.59829569
CE10_chr2_35212215,1,-9.49849376
CE10_chr2_35212239,1,1.69916942
CE10_chr2_35212383,1,-11.2807625
CE10_chr2_35212668,1,-8.74496682
CE10_chr2_35212752,1,-11.0836596
CE10_chr2_35212808,1,-9.4747969
CE10_chr2_35212953,1,-8.29522811
CE10_chr2_35213024,1,-11.48071528
CE10_chr2_35213054,1,-11.48107434
CE10_chr2_35213091,1,-10.23997064
CE10_chr2_35213092,1,-9.69034025
CE10_chr2_35213180,1,-11.23608435
CE10_chr2_35213218,1,-11.37578305
CE10_chr2_35213255,1,-11.92057405
CE10_chr2_35213282,1,-9.62545003
CE10_chr2_35213304,1,-8.72933911
CE10_chr2_35213413,1,-7.77090592
CE10_chr2_35213455,1,-9.87361032
CE10_chr2_35213533,1,-5.71572286
CE10_chr2_35213734,1,-6.95159126
CE10_chr2_35213842,1,-9.66960931
CE10_chr2_35213853,1,-11.85659358
CE10_chr2_35213873,1,-5.89425084
CE10_chr2_35214111,1,-9.97808468
CE10_chr2_35214148,1,-8.485936
CE10_chr2_35214936,1,-9.27681559
CE10_chr2_35215073,1,-7.52051661
CE10_chr2_35215684,1,-8.50823808
CE10_chr2_35215841,1,-9.61324
CE10_chr2_35215928,1,-12.16885137
CE10_chr2_35216397,1,-10.7097205
CE10_chr2_35216507,1,-9.9241177
CE10_chr2_35216527,1,-11.78915814
CE10_chr2_35216560,1,-9.82298867
CE10_chr2_35216684,1,-10.24995736
CE10_chr2_35216813,1,-10.67314573
CE10_chr2_35216817,1,-10.59696479
CE10_chr2_35216840,1,-9.82426197
CE10_chr2_35217112,1,-11.24535996
CE10_chr2_35217179,1,-9.85989297
CE10_chr2_35217243,1,-8.95263454
CE10_chr2_35217361,1,-7.87618459
CE10_chr2_35217373,1,-3.16067184
CE10_chr2_35217548,1,-10.10088082
CE10_chr2_35217559,1,-10.60448539
CE10_chr2_35217570,1,-9.06398114
CE10_chr2_35217644,1,-11.31376672
CE10_chr2_35218476,1,-11.60441307
CE10_chr2_35219497,1,-8.79129503
CE10_chr2_35219691,1,-7.83261547
CE10_chr2_35219935,1,-10.18597579
CE10_chr2_35220108,1,-13.07164803
CE10_chr2_35220136,1,-11.6452457
CE10_chr2_35220228,1,-5.73618048
CE10_chr2_35220341,1,-7.42644662
CE10_chr2_35220449,1,-10.63794382
CE10_chr2_35220655,1,-8.18860162
CE10_chr2_35220800,1,-10.03957715
CE10_chr2_35220862,1,-9.17352167
CE10_chr2_35220988,1,-2.46646664
CE10_chr2_35221034,1,-6.94920991
CE10_chr2_35221308,1,-5.01558062
CE10_chr2_35221356,1,-9.55989199
CE10_chr2_35221408,1,-9.43876822
CE10_chr2_35221469,1,-10.3064373
CE10_chr2_35221525,1,-7.02869907
CE10_chr2_35221927,1,-10.14450267
CE10_chr2_35227356,1,-8.30680921
CE10_chr2_35227432,1,-8.21662641
CE10_chr2_35227523,1,-11.05876885
CE10_chr2_35227899,1,-9.3627834
CE10_chr2_35228502,1,-8.55488785
CE10_chr2_35228552,1,-10.02257773
CE10_chr2_35228650,1,-10.37625794
CE10_chr2_35228846,1,-11.29044016
CE10_chr2_35228959,1,-8.38430629
CE10_chr2_35229023,1,-8.59261835
CE10_chr2_35229035,1,-7.19409737
CE10_chr2_35229037,1,-10.82188118
CE10_chr2_35229415,1,-12.02953509
CE10_chr2_35229428,1,-10.41416408
CE10_chr2_35229939,1,-10.69888332
CE10_chr2_35230223,1,-11.55912938
CE10_chr2_35230423,1,-10.53122595
CE10_chr2_35230597,1,-9.84960404
CE10_chr2_35230726,1,-8.49879701
CE10_chr2_35230745,1,-10.62535808
CE10_chr2_35231232,1,-12.08794349
CE10_chr2_35231287,1,-9.88697829
CE10_chr2_35231892,1,-7.92584911
CE10_chr2_35232342,1,-11.62835155
CE10_chr2_35232459,1,-11.56075075
CE10_chr2_35232509,1,-7.78099973
CE10_chr2_35232713,1,-10.61652253
CE10_chr2_35233607,1,-8.63507797
CE10_chr2_35233630,1,-8.4541086
CE10_chr2_35233796,1,-5.88575977
CE10_chr2_35233842,1,-10.43876119
CE10_chr2_35234024,1,-11.42913426
CE10_chr2_35266428,1,1.41164244
CE10_chr2_35266433,1,-7.04274338
CE10_chr2_35266888,1,-11.61634573
CE10_chr2_35266945,1,-11.21979752
CE10_chr2_35267012,1,-9.27249634
CE10_chr2_35267032,1,-9.55078721
CE10_chr2_35267219,1,-9.79594767
CE10_chr2_35267256,1,-12.58528371
CE10_chr2_35267639,1,-11.56633818
CE10_chr2_35267836,1,-12.77807052
CE10_chr2_35267890,1,-9.77197183
CE10_chr2_35267980,1,-10.10237022
CE10_chr2_35268051,1,-13.27668263
CE10_chr2_35269172,1,-12.41966434
CE10_chr2_35269329,1,-6.10770236
CE10_chr2_35269463,1,-10.42630148
CE10_chr2_35269478,1,-7.93727288
CE10_chr2_35269622,1,-7.25562044
CE10_chr2_35269663,1,-7.03558419
CE10_chr2_35269768,1,-11.0502393
CE10_chr2_35270651,1,-11.21564249
CE10_chr2_35270743,1,-8.86937674
CE10_chr2_35270956,1,-10.45564607
CE10_chr2_35271163,1,-11.61562995
CE10_chr2_35271293,1,-10.738915
CE10_chr2_35271391,1,-4.44389135
CE10_chr2_35272539,1,-10.33151793
CE10_chr2_35272553,1,-9.73188262
CE10_chr2_35272772,1,0.55615102
CE10_chr2_35272812,1,-8.97370239
CE10_chr2_35273831,1,-10.6534772
CE10_chr2_35274327,1,-9.43735234
CE10_chr2_35274330,1,-11.4147697
CE10_chr2_35274362,1,-9.04996342
CE10_chr2_35274855,1,-12.15816009
CE10_chr2_35274902,1,-12.59781982
CE10_chr2_35274936,1,-4.27491148
CE10_chr2_35275065,1,-11.76822339
CE10_chr2_35275315,1,-8.03192465
CE10_chr2_35275508,1,-8.03224146
CE10_chr2_35276154,1,-9.03397332
CE10_chr2_35276542,1,-11.01554022
CE10_chr2_35276715,1,-11.75289204
CE10_chr2_35276816,1,-5.72049188
CE10_chr2_35276947,1,-8.75483847
CE10_chr2_35276998,1,-3.33922027
CE10_chr2_35278177,1,-12.25571398
CE10_chr2_35278464,1,-8.070264
CE10_chr2_35278550,1,-11.0682905
CE10_chr2_35279191,1,-12.74282743
CE10_chr2_35279238,1,-10.32073582
CE10_chr2_35279293,1,-8.75379219
CE10_chr2_35279303,1,-7.46097255
CE10_chr2_35279835,1,-11.74087087
CE10_chr2_35279955,1,-8.83049838
CE10_chr2_35280003,1,-11.62303583
CE10_chr2_35280011,1,-8.41275613
CE10_chr2_35280287,1,-10.63045429
CE10_chr2_35280543,1,-11.83560246
CE10_chr2_35280589,1,-11.43538862
CE10_chr2_35280827,1,-11.35160673
CE10_chr2_35280897,1,-10.61474368
CE10_chr2_35280981,1,-9.51291057
CE10_chr2_35281067,1,-10.19316818
CE10_chr2_35281695,1,-8.30866701
CE10_chr2_35281701,1,-8.06601099
CE10_chr2_35281720,1,-12.05622595
CE10_chr2_35281736,1,-9.36874922
CE10_chr2_35281789,1,-6.68041824
CE10_chr2_35281843,1,-10.27227143
CE10_chr2_35282044,1,-6.97533397
CE10_chr2_35282096,1,-9.60950689
CE10_chr2_35282121,1,-7.99424489
CE10_chr2_35282153,1,-10.83601818
CE10_chr2_35282235,1,-5.26651111
CE10_chr2_35284356,1,-7.78548934
CE10_chr2_35284674,1,-12.82576445
CE10_chr2_35284712,1,-9.41567304
CE10_chr2_35284767,1,-5.21522041
CE10_chr2_35284829,1,-7.63395531
CE10_chr2_35285224,1,-7.10222581
CE10_chr2_35285302,1,-2.36366794
CE10_chr2_35285476,1,-8.91206213
CE10_chr2_35285523,1,-5.64486346
CE10_chr2_35285571,1,-8.31616743
CE10_chr2_35285582,1,-7.43929691
CE10_chr2_35285840,1,-7.12338487
CE10_chr2_35285984,1,-9.34521444
CE10_chr2_35286057,1,2.7235166
CE10_chr2_35286093,1,2.03665221
CE10_chr2_35286186,1,-10.67035599
CE10_chr2_35286214,1,-5.99501521
CE10_chr2_35286218,1,-9.90106095
CE10_chr2_35286277,1,-9.31303875
CE10_chr2_35286288,1,-2.70439364
CE10_chr2_35286878,1,-7.64652039
CE10_chr2_35288115,1,-5.39271443
CE10_chr2_35288256,1,7.90527619
CE10_chr2_35288361,1,-10.61073098
CE10_chr2_35288463,1,-12.87038041
CE10_chr2_35288876,1,-9.89358085
CE10_chr2_35288965,1,-6.39627565
CE10_chr2_35289249,1,-7.11238834
CE10_chr2_35289262,1,-10.02956302
CE10_chr2_35289296,1,-7.76971719
CE10_chr2_35289519,1,-6.30323845
CE10_chr2_35289524,1,-4.8567928
CE10_chr2_35289633,1,-8.3870574
CE10_chr2_35289684,1,-7.93196503
CE10_chr2_35290465,1,-11.04627467
CE10_chr2_35290969,1,-9.05341567
CE10_chr2_35290989,1,-6.85105154
CE10_chr2_35291037,1,-10.36911482
CE10_chr2_35291051,1,-10.60560486
CE10_chr2_35291129,1,-8.52396608
CE10_chr2_35291202,1,-10.43517035
CE10_chr2_35291327,1,-7.63863556
CE10_chr2_35291419,1,-10.6030083
CE10_chr2_35291679,1,-11.14390869
CE10_chr2_35291828,1,2.09832069
CE10_chr2_35292128,1,-10.26182593
CE10_chr2_35292685,1,-6.68883194
CE10_chr2_35292753,1,-10.50060539
CE10_chr2_35299546,1,-9.40641188
CE10_chr2_35300186,1,-9.94864935
CE10_chr2_35300397,1,-10.74313041
CE10_chr2_35300762,1,-9.03378578
CE10_chr2_35300928,1,-7.39861558
CE10_chr2_35300940,1,-8.44945391
CE10_chr2_35300943,1,-7.56279155
CE10_chr2_35300950,1,-9.95519403
CE10_chr2_35300983,1,-11.50355992
CE10_chr2_35301167,1,-11.6115387
CE10_chr2_35301232,1,-8.83137434
CE10_chr2_35301289,1,-12.08964911
CE10_chr2_35301316,1,-9.86905376
CE10_chr2_35301413,1,-9.1123874
CE10_chr2_35301509,1,-7.97979382
CE10_chr2_35301523,1,-9.62580426
CE10_chr2_35301602,1,-12.33644838
CE10_chr2_35302265,1,-10.26158269
CE10_chr2_35302293,1,-8.03320431
CE10_chr2_35302358,1,-10.26148048
CE10_chr2_35302512,1,-10.5076247
CE10_chr2_35302540,1,-7.25598541
CE10_chr2_35302645,1,-7.47371989
CE10_chr2_35302728,1,-3.17397795
CE10_chr2_35302998,1,-9.30274029
CE10_chr2_35303310,1,-11.06960125
CE10_chr2_35303404,1,-8.37765934
CE10_chr2_35303416,1,-12.20490017
CE10_chr2_35303467,1,-10.08503658
CE10_chr2_35303504,1,-9.08468419
CE10_chr2_35304043,1,-6.81882504
CE10_chr2_35304217,1,-5.32947095
CE10_chr2_35304247,1,-12.01198378
CE10_chr2_35304389,1,-12.15970869
CE10_chr2_35304407,1,-11.01490521
CE10_chr2_35304580,1,-12.51815785
CE10_chr2_35304776,1,-5.50486544
CE10_chr2_35304989,1,-4.28502035
CE10_chr2_35305105,1,-9.98457475
CE10_chr2_35305231,1,-9.31192984
CE10_chr2_35305509,1,-10.61730079
CE10_chr2_35306018,1,-9.96034089
CE10_chr2_35306074,1,-5.88260691
CE10_chr2_35306634,1,-9.93189006
CE10_chr2_35306787,1,-10.95004974
CE10_chr2_35307354,1,-7.80337652
CE10_chr2_35307486,1,-11.10475038
CE10_chr2_35307555,1,-10.29558331
CE10_chr2_35307666,1,-6.90285965
CE10_chr2_35308175,1,-8.34555297
CE10_chr2_35308241,1,-10.03724616
CE10_chr2_35308293,1,-11.82195755
CE10_chr2_35308357,1,-6.0738528
CE10_chr2_35308394,1,-7.40386304
CE10_chr2_35308420,1,-5.19393144
CE10_chr2_35308445,1,-4.43927546
CE10_chr2_35308475,1,-9.99776023
CE10_chr2_35308607,1,-6.76846918
CE10_chr2_35309267,1,-10.21593641
CE10_chr2_35309282,1,-12.31525137
CE10_chr2_35309719,1,-10.18446023
CE10_chr2_35309759,1,-10.06649965
CE10_chr2_35310280,1,-8.04157587
CE10_chr2_35310330,1,-10.01395539
CE10_chr2_35310748,1,-8.94863761
CE10_chr2_35310789,1,-7.77214394
CE10_chr2_35310790,1,-8.96146435
CE10_chr2_35310856,1,-7.47281147
CE10_chr2_35310885,1,-3.40893452
CE10_chr2_35310979,1,-10.60460936
CE10_chr2_35311014,1,-6.34964546
CE10_chr2_35311026,1,-10.28898081
CE10_chr2_35311103,1,-10.35419733
CE10_chr2_35311136,1,-10.67819167
CE10_chr2_35312428,1,-6.48151526
CE10_chr2_35312449,1,-10.46486603
CE10_chr2_35312507,1,-7.54305452
CE10_chr2_35312531,1,-5.47827644
CE10_chr2_35314021,1,2.74911168
CE10_chr2_35314058,1,-6.52406144
CE10_chr2_35314090,1,-5.70495268
CE10_chr2_35314238,1,-8.55347649
CE10_chr2_35314253,1,-7.70182142
CE10_chr2_35314346,1,-4.8481903
CE10_chr2_35314583,1,-6.77610146
CE10_chr2_35314805,1,-4.91168145
CE10_chr2_35314847,1,-9.33937533
CE10_chr2_35314911,1,-7.22985776
CE10_chr2_35315063,1,-0.50880665
CE10_chr2_35315310,1,-11.12095313
CE10_chr2_35315353,1,-9.21538393
CE10_chr2_35315393,1,-9.00942606
CE10_chr2_35315395,1,-7.43959885
CE10_chr2_35315481,1,-9.64826924
CE10_chr2_35315495,1,-5.97532931
CE10_chr2_35316003,1,-5.66020351
CE10_chr2_35316873,1,-10.88693277
CE10_chr2_35316895,1,-9.20316446
CE10_chr2_35317245,1,-11.09857201
CE10_chr2_35317332,1,-8.40384019
CE10_chr2_35317352,1,-6.97951971
CE10_chr2_35317395,1,-10.25348646
CE10_chr2_35317428,1,-7.88656259
CE10_chr2_35317441,1,-5.71727748
CE10_chr2_35317479,1,-10.87137984
CE10_chr2_35317603,1,-11.54616027
CE10_chr2_35317632,1,-10.74323853
CE10_chr2_35317685,1,-6.7598277
CE10_chr2_35317838,1,-6.95596267
CE10_chr2_35317864,1,-7.2241377
CE10_chr2_35317871,1,-9.87841878
CE10_chr2_35317980,1,-10.51143786
CE10_chr2_35318184,1,-7.62229123
CE10_chr2_35318221,1,-4.38348129
CE10_chr2_35318226,1,-7.3300325
CE10_chr2_35318228,1,-8.24336971
CE10_chr2_35318960,1,-9.17846501
CE10_chr2_35319010,1,-8.35071608
CE10_chr2_35319482,1,-9.51342896
CE10_chr2_35319495,1,-10.37139355
CE10_chr2_35320078,1,-6.17196071
CE10_chr2_35320185,1,-11.1704355
CE10_chr2_35320197,1,-7.14062126
CE10_chr2_35320208,1,-8.72587604
CE10_chr2_35320228,1,-6.71463753
CE10_chr2_35320311,1,-10.1052886
CE10_chr2_35320332,1,-6.9977147
CE10_chr2_35320884,1,-10.93879939
CE10_chr2_35320935,1,-8.91415658
CE10_chr2_35321019,1,-1.65668918
CE10_chr2_35321356,1,0.82447568
CE10_chr2_35321404,1,-8.0284426
CE10_chr2_35321418,1,-3.1892212
CE10_chr2_35334326,1,-7.21225874
CE10_chr2_35334514,1,-11.69723275
CE10_chr2_35334693,1,-11.48809368
CE10_chr2_35334964,1,-8.70134813
CE10_chr2_35335036,1,-9.95892548
CE10_chr2_35335098,1,-8.10411744
CE10_chr2_35335201,1,-4.60365429
CE10_chr2_35335230,1,-7.62154886
CE10_chr2_35337605,1,-11.6394903
CE10_chr2_35337822,1,-9.61890752
CE10_chr2_35337923,1,-7.82975513
CE10_chr2_35337939,1,0.51025607
CE10_chr2_35338184,1,-10.79594851
CE10_chr2_35338239,1,-9.07533566
CE10_chr2_35338283,1,-10.55929835
CE10_chr2_35338336,1,-9.81832554
CE10_chr2_35338480,1,-10.65724218
CE10_chr2_35338498,1,-11.11332323
CE10_chr2_35338787,1,-9.57574275
CE10_chr2_35339281,1,-8.64132814
CE10_chr2_35339292,1,-10.97035102
CE10_chr2_35339358,1,-10.36266043
CE10_chr2_35339374,1,-7.9486684
CE10_chr2_35339383,1,-9.1943092
CE10_chr2_35339975,1,-10.19958755
CE10_chr2_35339992,1,-6.35804197
CE10_chr2_35340013,1,-6.70106419
CE10_chr2_35340041,1,-10.70188205
CE10_chr2_35340121,1,-9.68189487
CE10_chr2_35340149,1,-10.78218973
CE10_chr2_35340257,1,-12.50184182
CE10_chr2_35340373,1,-10.39164628
CE10_chr2_35340381,1,-7.50332964
CE10_chr2_35340475,1,-10.72527458
CE10_chr2_35340502,1,-6.66612625
CE10_chr2_35340546,1,-11.34988145
CE10_chr2_35340803,1,-7.40583475
CE10_chr2_35340941,1,-9.62269111
CE10_chr2_35340974,1,-11.16027772
CE10_chr2_35340989,1,-3.44868057
CE10_chr2_35340994,1,-9.81860297
CE10_chr2_35341009,1,-12.80961889
CE10_chr2_35341334,1,-9.78765414
CE10_chr2_35341418,1,-9.10826076
CE10_chr2_35341433,1,-12.3904947
CE10_chr2_35341446,1,-10.98422761
CE10_chr2_35341532,1,-4.93164479
CE10_chr2_35341756,1,-7.05610398
CE10_chr2_35341757,1,-10.61127454
CE10_chr2_35341771,1,-12.26672289
CE10_chr2_35341790,1,-3.09930992
CE10_chr2_35341935,1,-3.24637861
CE10_chr2_35341993,1,-8.48044058
CE10_chr2_35342036,1,-8.56107444
CE10_chr2_35342318,1,-12.27733308
CE10_chr2_35342375,1,-8.90111893
CE10_chr2_35342514,1,-7.36601649
CE10_chr2_35342522,1,-13.94464047
CE10_chr2_35342677,1,-7.58106141
CE10_chr2_35343060,1,-11.90573786
CE10_chr2_35343227,1,-11.73703547
CE10_chr2_35343296,1,-10.61905762
CE10_chr2_35343326,1,-12.06902706
CE10_chr2_35343391,1,-10.03534489
CE10_chr2_35343414,1,-5.02507161
CE10_chr2_35343472,1,-9.33667344
CE10_chr2_35343774,1,-7.41216758
CE10_chr2_35343878,1,-10.22710599
CE10_chr2_35344219,1,-10.93051136
CE10_chr2_35344394,1,-6.09793227
CE10_chr2_35344491,1,-8.37543936
CE10_chr2_35344563,1,-10.3634069
CE10_chr2_35344591,1,-4.64943373
CE10_chr2_35344690,1,-8.65552349
CE10_chr2_35344769,1,-7.55187307
CE10_chr2_35347159,1,-5.34759145
CE10_chr2_35347173,1,-0.39333856
CE10_chr2_35347271,1,-7.51497185
CE10_chr2_35347272,1,-7.98903758
CE10_chr2_35347398,1,-11.39182448
CE10_chr2_35347454,1,-11.71108708
CE10_chr2_35347565,1,-11.01463455
CE10_chr2_35347652,1,-5.93472246
CE10_chr2_35347682,1,-10.05408758
CE10_chr2_35347737,1,-9.13195622
CE10_chr2_35347808,1,-11.21531609
CE10_chr2_35348091,1,-5.73961992
CE10_chr2_35348127,1,-6.73915802
CE10_chr2_35350332,1,-3.48373188
CE10_chr2_35350475,1,-10.21508488
CE10_chr2_35350600,1,0.7581043
CE10_chr2_35350622,1,-9.75690815
CE10_chr2_35350710,1,-5.04112813
CE10_chr2_35350872,1,-9.34088354
CE10_chr2_35350933,1,-10.91580846
CE10_chr2_35351061,1,-9.0484555
CE10_chr2_35351078,1,-9.16308083
CE10_chr2_35351191,1,-11.18340544
CE10_chr2_35351332,1,-5.08493719
CE10_chr2_35351446,1,-11.61637816
CE10_chr2_35351593,1,-8.15762498
CE10_chr2_35351601,1,6.0473651
CE10_chr2_35352110,1,-9.29491137
CE10_chr2_35352283,1,-6.04275174
CE10_chr2_35352603,1,-8.94802024
CE10_chr2_35352638,1,-7.88687218
CE10_chr2_35352802,1,-9.0785362
CE10_chr2_35352877,1,-12.63272878
CE10_chr2_35352927,1,-9.8801319
CE10_chr2_35353023,1,-6.17429554
CE10_chr2_35353178,1,-7.65010209
CE10_chr2_35353204,1,-8.92668661
CE10_chr2_35353234,1,-7.69908683
CE10_chr2_35353323,1,-7.28915664
CE10_chr2_35353429,1,-10.44938391
CE10_chr2_35353661,1,0.26081816
CE10_chr2_35354016,1,-9.84870334
CE10_chr2_35354100,1,-10.05128491
CE10_chr2_35367985,1,-8.55805976
CE10_chr2_35368006,1,-7.29510899
CE10_chr2_35368010,1,-8.40939326
CE10_chr2_35368275,1,-8.58182885
CE10_chr2_35368282,1,-9.90228434
CE10_chr2_35368341,1,-7.56712506
CE10_chr2_35368365,1,-7.91314673
CE10_chr2_35368384,1,-11.1480545
CE10_chr2_35368547,1,-7.4850164
CE10_chr2_35368835,1,-5.66880038
CE10_chr2_35368928,1,-9.27552257
CE10_chr2_35368971,1,-9.72812587
CE10_chr2_35369138,1,-10.82170212
CE10_chr2_35369198,1,3.4907001
CE10_chr2_35369274,1,-9.94493988
CE10_chr2_35369315,1,-9.70036896
CE10_chr2_35369366,1,-6.86859558
CE10_chr2_35370107,1,-4.5825915
CE10_chr2_35370560,1,-7.26153305
CE10_chr2_35370617,1,-7.9207094
CE10_chr2_35370660,1,-6.39240804
CE10_chr2_35370901,1,-9.00754449
CE10_chr2_35371029,1,-10.80438327
CE10_chr2_35371065,1,-9.07492219
CE10_chr2_35371094,1,-9.45531881
CE10_chr2_35371117,1,-12.31575557
CE10_chr2_35371728,1,-10.65905721
CE10_chr2_35371760,1,-11.62544333
CE10_chr2_35373486,1,-10.61567716
CE10_chr2_35373546,1,-9.88329725
CE10_chr2_35373640,1,-10.66542662
CE10_chr2_35374058,1,-9.4606292
CE10_chr2_35374125,1,-10.08135531
CE10_chr2_35487078,1,-10.92129771
CE10_chr2_35487396,1,-1.9579163
CE10_chr2_35488677,1,-11.92774529
CE10_chr2_35488724,1,-10.96926552
CE10_chr2_35488847,1,-10.78130954
CE10_chr2_35489696,1,-5.93589425
CE10_chr2_35489700,1,-6.24009119
CE10_chr2_35489933,1,-4.54539665
CE10_chr2_35490011,1,-10.07881051
CE10_chr2_35490055,1,-7.61769398
CE10_chr2_35491044,1,-10.40677825
CE10_chr2_35491559,1,-3.85936698
CE10_chr2_35491574,1,-11.07797001
CE10_chr2_35491799,1,-11.06527852
CE10_chr2_35491830,1,-7.25109984
CE10_chr2_35491859,1,-11.51089391
